obj_model;first_2;first_3;first_4;best_2;best_3;best_4
electra;0.559322033898305;0.6836158192090396;0.7570621468926554;0.5254237288135594;0.6045197740112994;0.6271186440677966
electra;0.5084745762711864;0.6497175141242938;0.7401129943502824;0.4915254237288136;0.5932203389830508;0.632768361581921
electra;0.536723163841808;0.6779661016949152;0.768361581920904;0.4745762711864407;0.6497175141242938;0.7401129943502824
electra;0.4915254237288136;0.6440677966101694;0.7457627118644068;0.4350282485875706;0.6101694915254238;0.6666666666666666
electra;0.519774011299435;0.672316384180791;0.768361581920904;0.480225988700565;0.559322033898305;0.5988700564971752
electra;0.5423728813559322;0.6892655367231638;0.7909604519774012;0.4915254237288136;0.576271186440678;0.6214689265536724
electra;0.5567567567567567;0.6594594594594595;0.7189189189189189;0.5243243243243243;0.6108108108108108;0.6648648648648648
electra;0.5081081081081081;0.6594594594594595;0.7297297297297297;0.5567567567567567;0.6108108108108108;0.6756756756756757
electra;0.5027027027027027;0.6648648648648648;0.7297297297297297;0.5027027027027027;0.5621621621621622;0.7135135135135136
electra;0.5027027027027027;0.6594594594594595;0.7405405405405405;0.42702702702702705;0.5945945945945946;0.6486486486486487
electra;0.5243243243243243;0.654054054054054;0.7513513513513513;0.4864864864864865;0.5675675675675675;0.6432432432432432
electra;0.572972972972973;0.6810810810810811;0.7675675675675676;0.4972972972972973;0.6108108108108108;0.6756756756756757
electra;0.5165876777251185;0.5924170616113744;0.6872037914691943;0.5734597156398105;0.6350710900473934;0.6729857819905213
electra;0.5545023696682464;0.6587677725118484;0.7582938388625592;0.5165876777251185;0.6208530805687204;0.6919431279620853
electra;0.5497630331753555;0.6303317535545023;0.7251184834123223;0.5260663507109005;0.6208530805687204;0.7393364928909952
electra;0.4976303317535545;0.6540284360189573;0.7440758293838863;0.43601895734597157;0.5876777251184834;0.6587677725118484
electra;0.5545023696682464;0.6445497630331753;0.7440758293838863;0.5165876777251185;0.6350710900473934;0.6919431279620853
electra;0.5639810426540285;0.6635071090047393;0.7725118483412322;0.5165876777251185;0.6445497630331753;0.7061611374407583
electra;0.5;0.6263736263736264;0.7197802197802198;0.521978021978022;0.6153846153846154;0.6593406593406593
electra;0.554945054945055;0.6758241758241759;0.7637362637362637;0.5604395604395604;0.6208791208791209;0.6428571428571429
electra;0.5;0.6373626373626373;0.7307692307692307;0.5;0.6098901098901099;0.7197802197802198
electra;0.45604395604395603;0.6208791208791209;0.7362637362637363;0.4065934065934066;0.554945054945055;0.5989010989010989
electra;0.554945054945055;0.6978021978021978;0.7692307692307693;0.532967032967033;0.6043956043956044;0.6538461538461539
electra;0.5384615384615384;0.6648351648351648;0.7362637362637363;0.5604395604395604;0.6373626373626373;0.6758241758241759
electra;0.518918918918919;0.6216216216216216;0.7081081081081081;0.4594594594594595;0.572972972972973;0.6324324324324324
electra;0.5621621621621622;0.6702702702702703;0.7567567567567568;0.4756756756756757;0.5405405405405406;0.6378378378378379
electra;0.4810810810810811;0.6432432432432432;0.7621621621621621;0.4486486486486487;0.5891891891891892;0.6972972972972973
electra;0.4972972972972973;0.6486486486486487;0.7405405405405405;0.4486486486486487;0.572972972972973;0.6054054054054054
electra;0.5405405405405406;0.6594594594594595;0.7675675675675676;0.43243243243243246;0.5405405405405406;0.5837837837837838
electra;0.4810810810810811;0.5945945945945946;0.6918918918918919;0.4648648648648649;0.5351351351351351;0.6162162162162163
electra;0.578125;0.6770833333333334;0.7916666666666666;0.5572916666666666;0.6302083333333334;0.6927083333333334
electra;0.5989583333333334;0.7395833333333334;0.796875;0.5208333333333334;0.6197916666666666;0.6927083333333334
electra;0.5364583333333334;0.6770833333333334;0.7447916666666666;0.5208333333333334;0.6302083333333334;0.7291666666666666
electra;0.5260416666666666;0.6927083333333334;0.765625;0.4791666666666667;0.6197916666666666;0.6822916666666666
electra;0.5520833333333334;0.6770833333333334;0.75;0.5208333333333334;0.6197916666666666;0.6927083333333334
electra;0.5989583333333334;0.6927083333333334;0.78125;0.5208333333333334;0.6197916666666666;0.7395833333333334
electra;0.4797979797979798;0.5858585858585859;0.6767676767676768;0.5050505050505051;0.5505050505050505;0.5959595959595959
