obj_model;first_2;first_3;first_4;best_2;best_3;best_4
densenet100bc;0.4;0.5036144578313253;0.5975903614457831;0.4578313253012048;0.5734939759036145;0.6457831325301204
densenet100bc;0.41445783132530123;0.5518072289156627;0.6313253012048192;0.43373493975903615;0.5879518072289157;0.6771084337349398
densenet100bc;0.41445783132530123;0.5518072289156627;0.6313253012048192;0.43373493975903615;0.5879518072289157;0.6771084337349398
densenet100bc;0.41204819277108434;0.5277108433734939;0.6168674698795181;0.41204819277108434;0.5277108433734939;0.619277108433735
densenet100bc;0.41204819277108434;0.5228915662650603;0.6144578313253012;0.41204819277108434;0.5228915662650603;0.6289156626506024
densenet100bc;0.41204819277108434;0.5228915662650603;0.5975903614457831;0.41204819277108434;0.5590361445783133;0.6433734939759036
densenet100bc;0.3803827751196172;0.48325358851674644;0.5669856459330144;0.3827751196172249;0.49760765550239233;0.631578947368421
densenet100bc;0.3803827751196172;0.48564593301435405;0.5789473684210527;0.37799043062200954;0.5119617224880383;0.5956937799043063
densenet100bc;0.37799043062200954;0.47368421052631576;0.5598086124401914;0.39712918660287083;0.49760765550239233;0.5885167464114832
densenet100bc;0.41866028708133973;0.5215311004784688;0.5789473684210527;0.41866028708133973;0.5215311004784688;0.5933014354066986
densenet100bc;0.41866028708133973;0.5215311004784688;0.5789473684210527;0.41866028708133973;0.5095693779904307;0.5933014354066986
densenet100bc;0.41866028708133973;0.5215311004784688;0.6100478468899522;0.41866028708133973;0.5167464114832536;0.6267942583732058
densenet100bc;0.4114942528735632;0.49195402298850577;0.5724137931034483;0.45517241379310347;0.5747126436781609;0.664367816091954
densenet100bc;0.4298850574712644;0.5103448275862069;0.5793103448275863;0.4367816091954023;0.535632183908046;0.632183908045977
densenet100bc;0.4045977011494253;0.48735632183908045;0.5701149425287356;0.4367816091954023;0.5747126436781609;0.664367816091954
densenet100bc;0.4367816091954023;0.542528735632184;0.6229885057471264;0.4367816091954023;0.542528735632184;0.6045977011494252
densenet100bc;0.4367816091954023;0.542528735632184;0.6229885057471264;0.4367816091954023;0.542528735632184;0.6183908045977011
densenet100bc;0.4367816091954023;0.5264367816091954;0.6091954022988506;0.4367816091954023;0.5563218390804597;0.6
densenet100bc;0.40954773869346733;0.535175879396985;0.6180904522613065;0.4120603015075377;0.5653266331658291;0.6432160804020101
densenet100bc;0.4221105527638191;0.535175879396985;0.6180904522613065;0.45979899497487436;0.5753768844221105;0.6683417085427136
densenet100bc;0.4396984924623116;0.5653266331658291;0.6407035175879398;0.45979899497487436;0.5753768844221105;0.6683417085427136
densenet100bc;0.39949748743718594;0.5326633165829145;0.628140703517588;0.39949748743718594;0.5326633165829145;0.6306532663316583
densenet100bc;0.39949748743718594;0.5326633165829145;0.628140703517588;0.39949748743718594;0.5326633165829145;0.6231155778894473
densenet100bc;0.39949748743718594;0.5326633165829145;0.628140703517588;0.39949748743718594;0.5301507537688442;0.6306532663316583
densenet100bc;0.43884892086330934;0.5539568345323741;0.6354916067146283;0.4148681055155875;0.5227817745803357;0.6354916067146283
densenet100bc;0.41007194244604317;0.5347721822541966;0.6067146282973621;0.4052757793764988;0.5035971223021583;0.60431654676259
densenet100bc;0.37170263788968827;0.4988009592326139;0.5755395683453237;0.37410071942446044;0.5035971223021583;0.6258992805755396
densenet100bc;0.39568345323741005;0.513189448441247;0.5995203836930456;0.39568345323741005;0.513189448441247;0.5971223021582733
densenet100bc;0.39568345323741005;0.5035971223021583;0.5875299760191847;0.39568345323741005;0.5035971223021583;0.5971223021582733
densenet100bc;0.39568345323741005;0.513189448441247;0.5995203836930456;0.39568345323741005;0.5323741007194245;0.6258992805755396
densenet100bc;0.44717444717444715;0.5552825552825553;0.6683046683046683;0.4692874692874693;0.597051597051597;0.6683046683046683
densenet100bc;0.4275184275184275;0.5528255528255528;0.6191646191646192;0.4004914004914005;0.4914004914004914;0.6068796068796068
densenet100bc;0.4275184275184275;0.5528255528255528;0.6191646191646192;0.3931203931203931;0.4914004914004914;0.601965601965602
densenet100bc;0.4201474201474201;0.5208845208845209;0.6117936117936118;0.4201474201474201;0.5208845208845209;0.6068796068796068
densenet100bc;0.4201474201474201;0.5208845208845209;0.6117936117936118;0.4201474201474201;0.5208845208845209;0.6093366093366094
densenet100bc;0.4201474201474201;0.5208845208845209;0.6412776412776413;0.4201474201474201;0.5356265356265356;0.6191646191646192
densenet100bc;0.37735849056603776;0.49528301886792453;0.5566037735849056;0.41745283018867924;0.5683962264150944;0.6556603773584906
densenet100bc;0.4033018867924528;0.5188679245283019;0.589622641509434;0.3867924528301887;0.5047169811320755;0.6320754716981132
densenet100bc;0.4033018867924528;0.5188679245283019;0.589622641509434;0.41745283018867924;0.5683962264150944;0.6391509433962265
densenet100bc;0.3915094339622642;0.4882075471698113;0.5872641509433962;0.3915094339622642;0.4882075471698113;0.589622641509434
densenet100bc;0.3915094339622642;0.4882075471698113;0.5872641509433962;0.3915094339622642;0.5141509433962265;0.5825471698113207
densenet100bc;0.3915094339622642;0.5283018867924528;0.6061320754716981;0.3915094339622642;0.5235849056603774;0.6084905660377359
densenet100bc;0.43058823529411766;0.5505882352941176;0.6164705882352941;0.4376470588235294;0.5811764705882353;0.6588235294117647
densenet100bc;0.44941176470588234;0.5647058823529412;0.6305882352941177;0.4376470588235294;0.5811764705882353;0.6658823529411765
densenet100bc;0.44941176470588234;0.5647058823529412;0.6305882352941177;0.4376470588235294;0.5505882352941176;0.6658823529411765
densenet100bc;0.4447058823529412;0.5388235294117647;0.6305882352941177;0.4447058823529412;0.5388235294117647;0.6352941176470588
densenet100bc;0.4447058823529412;0.5388235294117647;0.6305882352941177;0.4447058823529412;0.5388235294117647;0.6282352941176471
densenet100bc;0.4447058823529412;0.5388235294117647;0.6305882352941177;0.4447058823529412;0.548235294117647;0.6329411764705882
densenet100bc;0.38496583143507973;0.5239179954441914;0.5990888382687927;0.4624145785876993;0.592255125284738;0.6788154897494305
densenet100bc;0.4054669703872437;0.5193621867881549;0.5968109339407744;0.4328018223234624;0.5558086560364465;0.6742596810933941
densenet100bc;0.3735763097949886;0.5011389521640092;0.571753986332574;0.4624145785876993;0.592255125284738;0.6879271070615034
densenet100bc;0.4510250569476082;0.5808656036446469;0.6332574031890661;0.4510250569476082;0.5808656036446469;0.6765375854214123
densenet100bc;0.4510250569476082;0.5489749430523918;0.6150341685649203;0.4510250569476082;0.5649202733485194;0.6400911161731208
densenet100bc;0.4510250569476082;0.5489749430523918;0.6150341685649203;0.4510250569476082;0.5535307517084282;0.6492027334851936
densenet100bc;0.4039301310043668;0.5305676855895196;0.5960698689956332;0.45633187772925765;0.5917030567685589;0.6921397379912664
densenet100bc;0.4170305676855895;0.5480349344978166;0.6004366812227074;0.4432314410480349;0.5524017467248908;0.648471615720524
densenet100bc;0.4170305676855895;0.5480349344978166;0.6004366812227074;0.4432314410480349;0.5524017467248908;0.648471615720524
densenet100bc;0.39956331877729256;0.5087336244541485;0.6135371179039302;0.39956331877729256;0.5087336244541485;0.6091703056768559
densenet100bc;0.39956331877729256;0.5087336244541485;0.6135371179039302;0.39956331877729256;0.5349344978165939;0.6157205240174672
densenet100bc;0.39956331877729256;0.5087336244541485;0.6135371179039302;0.39956331877729256;0.5109170305676856;0.6179039301310044
preresnet110;0.3561643835616438;0.46966731898238745;0.547945205479452;0.3816046966731898;0.5166340508806262;0.6203522504892368
preresnet110;0.34833659491193736;0.45792563600782776;0.5499021526418787;0.37181996086105673;0.5244618395303327;0.6203522504892368
preresnet110;0.33072407045009783;0.45792563600782776;0.5499021526418787;0.3405088062622309;0.45792563600782776;0.5362035225048923
preresnet110;0.33659491193737767;0.48336594911937375;0.547945205479452;0.33659491193737767;0.4500978473581213;0.5205479452054794
preresnet110;0.33268101761252444;0.45401174168297453;0.547945205479452;0.3776908023483366;0.49510763209393344;0.6105675146771037
preresnet110;0.33072407045009783;0.46771037181996084;0.5459882583170255;0.410958904109589;0.5322896281800391;0.6144814090019569
preresnet110;0.4094650205761317;0.5082304526748971;0.5967078189300411;0.42386831275720166;0.5288065843621399;0.6399176954732511
preresnet110;0.4074074074074074;0.5082304526748971;0.5925925925925926;0.4074074074074074;0.5349794238683128;0.6399176954732511
preresnet110;0.35802469135802467;0.5082304526748971;0.5925925925925926;0.38477366255144035;0.51440329218107;0.5864197530864198
preresnet110;0.32098765432098764;0.4835390946502058;0.5987654320987654;0.3065843621399177;0.4218106995884774;0.5267489711934157
preresnet110;0.3868312757201646;0.4876543209876543;0.6193415637860082;0.39094650205761317;0.5349794238683128;0.6481481481481481
preresnet110;0.43621399176954734;0.5576131687242798;0.6460905349794238;0.46502057613168724;0.588477366255144;0.6810699588477366
preresnet110;0.42116630669546434;0.49892008639308855;0.5766738660907127;0.42764578833693306;0.5269978401727862;0.6133909287257019
