obj_model;tau_diversity;p_value_diversity;top_1_diversity;top_5_mean_diversity;val_1_diversity;val_mean_5_diversity
densenet100bc;0.3585929525907184;0.0012332907857185648;0.0;0.09356664356664357;0.2963855421686747;0.2693975903614458
densenet100bc;0.3171670519304188;0.004265853599218269;0.025;0.16772811272811272;0.28674698795180725;0.26168674698795186
densenet100bc;0.34564735863437474;0.0018430576290802121;0.025;0.16772811272811272;0.28674698795180725;0.26168674698795186
densenet100bc;-0.1514634492892204;0.17233268856796735;0.65;0.4534276786908366;0.21204819277108433;0.23518072289156625
densenet100bc;-0.14795964244140605;0.18346274797939033;0.65;0.3471687882214198;0.21204819277108433;0.23518072289156627
densenet100bc;-0.17476551841063892;0.1153239329969396;0.65;0.34097311886785575;0.21204819277108433;0.24481927710843374
densenet100bc;0.35788001982969114;0.0013250167817539986;0.2;0.25650922177237967;0.23684210526315788;0.24688995215311005
densenet100bc;0.3214413269015772;0.003931356093880435;0.2;0.3104106940949046;0.23684210526315788;0.23157894736842105
densenet100bc;0.36829107495200947;0.000953491074498157;0.2;0.14514279461647883;0.23684210526315788;0.2535885167464115
densenet100bc;-0.0663704764047791;0.5515742141226343;0.7;0.581859065543276;0.21291866028708134;0.21387559808612439
densenet100bc;-0.07031971327186688;0.5283882646315101;0.7;0.5866954809060073;0.21291866028708134;0.21387559808612439
densenet100bc;-0.1314395709192684;0.23834595474018538;0.7;0.3105930626983259;0.21291866028708134;0.23014354066985648
densenet100bc;0.35953414306148324;0.0012276087018481391;0.0;0.15326865326865327;0.296551724137931;0.2593103448275862
densenet100bc;0.37770554379383253;0.0006843927281943666;0.025;0.20051616393721655;0.27816091954022987;0.24827586206896549
densenet100bc;0.38030145818416816;0.0006282983263058991;0.15;0.16275583275583277;0.24597701149425288;0.25931034482758614
densenet100bc;-0.10513453280859257;0.3445514159414652;0.75;0.5145329540066383;0.20919540229885059;0.22114942528735632
densenet100bc;-0.11948868182983187;0.2829823810172255;0.75;0.5187371582108424;0.20919540229885059;0.22114942528735632
densenet100bc;-0.15445690622496933;0.16494145722487696;0.0;0.4085646375120059;0.296551724137931;0.24505747126436778
densenet100bc;0.3125381539589969;0.0050813300883432305;0.15;0.11602448602448603;0.2562814070351759;0.2648241206030151
densenet100bc;0.3411874847385717;0.002223242871739169;0.15;0.10659238185553974;0.2562814070351759;0.2648241206030151
densenet100bc;0.3385830001222467;0.0024028204994039695;0.0;0.1022334074965654;0.2989949748743719;0.2648241206030151
densenet100bc;-0.2344036154692477;0.03560813745571233;0.75;0.4217699480857375;0.2236180904522613;0.24120603015075376
densenet100bc;-0.23325094094879498;0.036632367261867506;0.75;0.3807789570947466;0.2236180904522613;0.24170854271356784
densenet100bc;-0.2682619154814724;0.016176628657847716;0.075;0.2895753851017009;0.2663316582914573;0.2557788944723618
densenet100bc;0.32513079391325944;0.0035223356108944393;0.125;0.30483854299643776;0.2565947242206235;0.24172661870503598
densenet100bc;0.33553497931848375;0.0026002685887154893;0.125;0.3630159511738459;0.2565947242206235;0.2393285371702638
densenet100bc;0.3303328866158716;0.0030294506737574196;0.5;0.34265905581695055;0.2302158273381295;0.23980815347721823
densenet100bc;-0.010404185405224302;0.9256037135429296;0.8;0.464114235693183;0.2014388489208633;0.22206235011990408
densenet100bc;-0.010417549810740279;0.9255938903383608;0.8;0.46892694313746947;0.2014388489208633;0.22446043165467627
densenet100bc;-0.0858345295931005;0.4410840797268101;0.125;0.3753130661025398;0.2565947242206235;0.24172661870503598
densenet100bc;0.2760753693304473;0.013321223043254659;0.05;0.058648648648648646;0.27764127764127766;0.26830466830466826
densenet100bc;0.2474260385508726;0.02653997830719417;0.075;0.22404183535762484;0.26535626535626533;0.25356265356265356
densenet100bc;0.2708664000977974;0.01516707606123924;0.075;0.2267408906882591;0.26535626535626533;0.25356265356265356
densenet100bc;-0.19794083084069808;0.07596819952908396;0.55;0.43436383752173224;0.22358722358722358;0.23144963144963143
densenet100bc;-0.18894629294734785;0.09046263603690026;0.55;0.4382677414256362;0.22358722358722358;0.22653562653562656
densenet100bc;-0.203149800073348;0.06856526973174545;0.55;0.33184289552710605;0.22358722358722358;0.23734643734643734
densenet100bc;0.27315203247885045;0.01384262902102883;0.25;0.16623931623931626;0.2358490566037736;0.2580188679245283
densenet100bc;0.33529088346929986;0.0025173933897400733;0.25;0.22613585245164192;0.2358490566037736;0.25141509433962267
densenet100bc;0.343058239843106;0.0019932711158282134;0.25;0.24732039732039732;0.2358490566037736;0.2509433962264151
densenet100bc;-0.07378988555115866;0.5061101477854667;0.8;0.35762860026017923;0.1957547169811321;0.225
densenet100bc;-0.08290496257170313;0.45529794186841455;0.8;0.4318659955502061;0.1957547169811321;0.21745283018867925
densenet100bc;-0.09191371709003973;0.4075475267700517;0.025;0.42763011999854106;0.2688679245283019;0.2306603773584906
densenet100bc;0.2947643220620575;0.008529327826689364;0.0;0.2502772002772003;0.2988235294117647;0.25223529411764706
densenet100bc;0.3157253405198038;0.004841222769743212;0.0;0.2731000231000231;0.2988235294117647;0.24847058823529414
densenet100bc;0.29214419475483916;0.009134367683845691;0.0;0.4179712100764732;0.2988235294117647;0.2418823529411765
densenet100bc;-0.06157299171962979;0.5826939322583644;0.675;0.3584945471787577;0.2188235294117647;0.2272941176470588
densenet100bc;-0.06030159533215261;0.590716047141125;0.675;0.3623984510826616;0.2188235294117647;0.2272941176470588
densenet100bc;-0.053712609797974924;0.6317174502740854;0.675;0.5372048364153628;0.2188235294117647;0.21741176470588233
densenet100bc;0.30202740462937905;0.006563840986228411;0.425;0.10137426900584796;0.23917995444191345;0.27608200455580867
densenet100bc;0.2786948154305429;0.012134484084488008;0.425;0.2762505623031939;0.23917995444191345;0.2592255125284738
densenet100bc;0.31498995418428805;0.004584583293929798;0.425;0.13981270744428637;0.23917995444191345;0.26788154897494304
densenet100bc;-0.1983270081901073;0.07427565956241998;0.475;0.30344792160581635;0.23462414578587698;0.23872437357630982
densenet100bc;-0.2205047369571018;0.047326436959584994;0.475;0.34752884463410777;0.23462414578587698;0.23963553530751708
densenet100bc;-0.239807166765816;0.030910231937753288;0.0;0.2554339764866081;0.3120728929384966;0.25876993166287016
densenet100bc;0.41404834525853124;0.00019726326650876887;0.075;0.09067567567567568;0.26200873362445415;0.26200873362445415
densenet100bc;0.4815421194072573;1.4958573799171256e-05;0.05;0.19202878992352676;0.27074235807860264;0.2537117903930131
densenet100bc;0.4529870611135655;4.649648655265792e-05;0.05;0.035775978407557356;0.27074235807860264;0.26550218340611353
densenet100bc;-0.12849776232161314;0.24798508142827547;0.675;0.4378996607943977;0.2096069868995633;0.22882096069868996
densenet100bc;-0.13628550549262;0.220472422804731;0.675;0.3922382098697888;0.2096069868995633;0.22882096069868996
densenet100bc;-0.17522422134765428;0.11517548349502787;0.025;0.42686660344555083;0.27292576419213976;0.24366812227074236
preresnet110;0.4712836716420521;2.0811755687733358e-05;0.0;0.0851393904025483;0.22896281800391388;0.2187866927592955
preresnet110;0.4790308004909626;1.518684901846087e-05;0.15;0.09292446292446292;0.21526418786692758;0.21956947162426613
preresnet110;0.18722228051533576;0.0908865928841055;0.45;0.5980540054224266;0.1898238747553816;0.18043052837573384
preresnet110;-0.00903831699039552;0.934947385509834;0.8;0.5762946347156873;0.16634050880626222;0.18160469667318982
preresnet110;-0.3281722222148362;0.0030573964683238805;0.175;0.16121731042783677;0.21330724070450097;0.21643835616438353
preresnet110;-0.365406244040276;0.0009673416594054809;0.075;0.05884384384384385;0.22504892367906065;0.21526418786692755
preresnet110;0.45797479388027973;3.641228807760535e-05;0.0;0.13054370159633316;0.2757201646090535;0.2526748971193416
preresnet110;0.408813657814035;0.00022789685861338688;0.1;0.269066880645828;0.2551440329218107;0.23209876543209879
preresnet110;0.2276936828331334;0.04008172515500472;0.375;0.40517227754069857;0.21810699588477367;0.21810699588477367
preresnet110;0.08279770284841215;0.45535869278216723;0.9;0.7874084205663154;0.1728395061728395;0.19753086419753085
preresnet110;-0.27573791655569907;0.012967942733024087;0.225;0.17002583555215134;0.2345679012345679;0.24938271604938272
preresnet110;-0.32601595496562286;0.0032886143038479304;0.0;0.06446122235595919;0.2757201646090535;0.2584362139917695
preresnet110;0.47706920417709325;1.681813073334632e-05;0.0;0.13902992060886796;0.2786177105831533;0.24406047516198703
preresnet110;0.40466845774371324;0.000261906898984079;0.025;0.18106837606837606;0.27645788336933047;0.24794816414686824
preresnet110;0.25986696487695327;0.0190710340969032;0.125;0.3456295364190101;0.24406047516198703;0.2250539956803456
preresnet110;0.2857243743174461;0.009955034663749758;0.725;0.7967397964766385;0.19654427645788336;0.19524838012958962
preresnet110;-0.14887108715447672;0.1798056155875637;0.175;0.13918353576248313;0.23758099352051837;0.24838012958963285
preresnet110;-0.1538515861709325;0.1651906704992484;0.0;0.16500772027087818;0.2786177105831533;0.24535637149028075
preresnet110;0.46276301911025036;3.111184326479537e-05;0.0;0.24822069032595348;0.2916666666666667;0.24122807017543857
preresnet110;0.38498772178079654;0.0005299500429018562;0.55;0.3671190623822203;0.21710526315789475;0.22894736842105265
preresnet110;0.3253599938282152;0.0034065223585486434;0.55;0.40675870202186;0.21710526315789475;0.22631578947368425
preresnet110;0.15305622918198827;0.16856943278076375;0.175;0.6760785279206332;0.23903508771929824;0.19780701754385968
preresnet110;-0.22165959738894345;0.046033914684586036;0.325;0.18108855819382136;0.22587719298245615;0.24298245614035086
preresnet110;-0.2346221469438524;0.03470758209158905;0.125;0.1061363995574522;0.24342105263157895;0.23771929824561405
preresnet110;0.36424764249294217;0.0010453715916923755;0.0;0.15133433028169868;0.22485207100591717;0.20946745562130178
preresnet110;0.26832477578661573;0.015745112628205448;0.55;0.4051161688003793;0.1893491124260355;0.1952662721893491
preresnet110;0.20351202801207086;0.06702701353805139;0.4;0.439576175365649;0.1952662721893491;0.1905325443786982
preresnet110;-0.07129402255199935;0.5211291814505141;0.25;0.5281534571008255;0.20118343195266272;0.1826429980276134
preresnet110;-0.2475846964987614;0.025872388729864016;0.1;0.3995297321613111;0.21104536489151873;0.1992110453648915
preresnet110;-0.26313975596465217;0.017879287231494217;0.325;0.28454261954261956;0.1992110453648915;0.2
preresnet110;0.5103900992672082;4.291283107367595e-06;0.325;0.13546722836196518;0.23788546255506607;0.24933920704845813
preresnet110;0.5311166007602928;1.7233585663793252e-06;0.325;0.13902888718678194;0.23788546255506607;0.25066079295154187
preresnet110;0.2823985828432776;0.010978562386711853;0.225;0.3953957398694241;0.24008810572687225;0.2290748898678414
preresnet110;0.18912932612439692;0.08849980629013596;0.825;0.6668917703128229;0.19823788546255505;0.2035242290748899
preresnet110;-0.20350929241473745;0.06697783944864566;0.225;0.1604818786397734;0.24008810572687225;0.24845814977973565
preresnet110;-0.24871801791701514;0.02508822992238754;0.225;0.07716313479471373;0.24008810572687225;0.25242290748898677
preresnet110;0.3496101966742303;0.0016901262660659006;0.0;0.088011088011088;0.2736842105263158;0.23957894736842103
preresnet110;0.19365025763739893;0.08200059410667021;0.125;0.34030619688514424;0.2294736842105263;0.21473684210526317
preresnet110;0.18065359605099632;0.10470278626660763;0.725;0.34235747893642626;0.19157894736842104;0.21473684210526317
preresnet110;0.22108501358398874;0.04720601085912088;0.625;0.8126597245018299;0.1957894736842105;0.1869473684210526
preresnet110;-0.17946901102700263;0.10720060847908738;0.075;0.14732726653779288;0.23157894736842105;0.22905263157894734
preresnet110;-0.1676569344645937;0.13213254730584845;0.025;0.146947210368263;0.24421052631578946;0.22315789473684208
preresnet110;0.5252479274446147;2.180905353930619e-06;0.45;0.26775224617329885;0.21822033898305085;0.2296610169491525
preresnet110;0.5200730710165888;2.7422712122468734e-06;0.025;0.08539294355083829;0.2584745762711864;0.24406779661016947
preresnet110;0.4424502245962025;6.625461840714554e-05;0.025;0.23583245188508348;0.2584745762711864;0.2305084745762712
preresnet110;0.1423085517707084;0.19944854961172453;0.6;0.6489425052582948;0.2033898305084746;0.2038135593220339
preresnet110;-0.1526582646267599;0.16868471611028135;0.25;0.3226538279169858;0.2288135593220339;0.2309322033898305
preresnet110;-0.17335769033886295;0.11803410134604535;0.2;0.2407167086114455;0.2309322033898305;0.22711864406779664
preresnet110;0.5100193158866044;4.108688787811753e-06;0.05;0.11337321126794811;0.22896281800391388;0.21839530332681018
preresnet110;0.5126016921695745;3.672091507648836e-06;0.125;0.09955289297394561;0.2191780821917808;0.2219178082191781
preresnet110;0.31892347094681334;0.003975653820029518;0.175;0.23035689535689535;0.21526418786692758;0.20939334637964774
preresnet110;0.12782762600702235;0.24834978966928323;0.75;0.6442146600041337;0.1643835616438356;0.17377690802348336
preresnet110;-0.2569464401555298;0.020319571999878525;0.5;0.2136375241638399;0.18395303326810175;0.212133072407045
preresnet110;-0.27760545041929097;0.012177505463281182;0.05;0.17894992158150053;0.22896281800391388;0.20978473581213306
preresnet110;0.5627554466912331;4.333102499336505e-07;0.05;0.12129773498194552;0.25363825363825365;0.2390852390852391
preresnet110;0.5315634588838669;1.8096487946355294e-06;0.125;0.1617290367290367;0.23700623700623702;0.24158004158004162
preresnet110;0.2898255533767783;0.0092487775090904;0.525;0.5394251133724818;0.2079002079002079;0.20914760914760916
preresnet110;-0.024693657014164965;0.8245035911890841;0.725;0.7403672295777559;0.19542619542619544;0.19625779625779627
preresnet110;-0.3069180188577726;0.005875865175722299;0.275;0.10212100764732343;0.22661122661122662;0.2444906444906445
preresnet110;-0.30022288264590036;0.007015873096570982;0.0;0.12811455179876233;0.2702702702702703;0.2444906444906445
preresnet20;0.10033904148800303;0.36861850819322695;0.175;0.6772110369478791;0.22;0.19039999999999999
preresnet20;0.14725080114473174;0.1870334883238184;0.375;0.3033297467507993;0.21;0.21599999999999997
preresnet20;0.15767563662400477;0.15771011321718542;0.7;0.3086806239437818;0.19;0.21600000000000003
preresnet20;0.09512662374836652;0.39401459673878914;0.925;0.7096896694265116;0.174;0.18719999999999998
preresnet20;-0.1227280597564413;0.27230226314739914;0.125;0.5536403812719601;0.23;0.1924
preresnet20;-0.009121731044363913;0.9348589549715791;0.575;0.5832350366560892;0.196;0.2
preresnet20;0.36568831117142986;0.0010360379226155248;0.0;0.1945179997811577;0.25;0.22199999999999998
preresnet20;0.17048102762796197;0.12617320827811673;0.425;0.3480764367606473;0.202;0.20800000000000002
preresnet20;0.25116670482592873;0.024247095021234313;0.425;0.3439828695091853;0.202;0.20800000000000002
preresnet20;0.36829107495200947;0.000953491074498157;0.975;0.8113767005872269;0.162;0.18159999999999998
preresnet20;-0.3744579853197824;0.0008037876263033659;0.55;0.3938190417137786;0.198;0.20600000000000002
preresnet20;0.14705615360274582;0.18709358691132882;0.625;0.45865490997069946;0.194;0.1988
preresnet20;0.26832477578661573;0.01574037820835705;0.1;0.39851515483094435;0.23790322580645162;0.2129032258064516
preresnet20;0.3253599938282152;0.0034094351261435424;0.15;0.23902299060193793;0.23387096774193547;0.22338709677419355
preresnet20;0.30202740462937905;0.006563840986228411;0.15;0.2508027865922603;0.23387096774193547;0.22338709677419355
preresnet20;0.2423996766767978;0.029142125044889278;0.95;0.7025530388688284;0.1592741935483871;0.1879032258064516
preresnet20;-0.299819525441783;0.007034104045842291;0.0;0.24789911368858736;0.24798387096774194;0.22379032258064516
preresnet20;0.10240414148378088;0.35672629373395104;0.65;0.5932806895964791;0.1975806451612903;0.20766129032258066
preresnet20;0.2820275564249367;0.011322798001291283;0.175;0.31714064266695846;0.2202729044834308;0.21169590643274852
preresnet20;0.07148163872521437;0.5209400503816783;0.925;0.5737405624247729;0.1617933723196881;0.19376218323586744
preresnet20;0.1078722911671417;0.3327043977875813;0.925;0.4872540759382864;0.1617933723196881;0.1996101364522417
preresnet20;0.2794282241076562;0.01209933728148887;0.875;0.6128858615700721;0.17543859649122806;0.18011695906432745
preresnet20;-0.2384511060027917;0.032652295239170834;0.325;0.38843679712100765;0.2124756335282651;0.20935672514619882
preresnet20;0.26383223020397306;0.01782740410548913;0.775;0.5151475969897022;0.18128654970760233;0.1867446393762183
preresnet20;0.4223024679215986;0.00014311972903134133;0.2;0.336269954164691;0.22044088176352705;0.21002004008016031
preresnet20;0.3005342716497266;0.006805277919365947;0.075;0.189994224994225;0.22845691382765532;0.22004008016032062
preresnet20;0.3368056492626247;0.0024226470890581866;0.075;0.16982790482790483;0.22845691382765532;0.22044088176352705
preresnet20;0.35753215075570927;0.0012842538483970542;0.725;0.7658666156034577;0.1843687374749499;0.1811623246492986
preresnet20;-0.43581562796464485;8.859167270076606e-05;0.35;0.5280716343874239;0.21042084168336672;0.2032064128256513
preresnet20;0.10622332015205856;0.3388142288372872;0.775;0.5531307218149324;0.18236472945891782;0.20280561122244486
preresnet20;0.28573838340637214;0.01024948765312346;0.025;0.24216125031914504;0.2389558232931727;0.21887550200803213
preresnet20;0.10130724502589557;0.36270472215426797;0.875;0.6064604077761973;0.1746987951807229;0.19678714859437751
preresnet20;0.15066205670517802;0.17584311213587944;0.875;0.602256203571993;0.1746987951807229;0.19678714859437751
preresnet20;0.30132411341035603;0.00678265847686169;0.975;0.5900851661377977;0.142570281124498;0.17670682730923698
preresnet20;-0.2682437202146911;0.016191883893004126;0.15;0.28310330573488474;0.22289156626506024;0.22088353413654618
preresnet20;0.22599308505776705;0.042305915293788285;0.3;0.5373619773619773;0.21084337349397592;0.20682730923694778
preresnet20;0.24514603592444684;0.02811582606737883;0.025;0.2890026261078893;0.268018018018018;0.24054054054054053
