obj_model;first_2;first_3;first_4;best_2;best_3;best_4
densenet100bc;0.4864864864864865;0.6189189189189189;0.7;0.4945945945945946;0.6324324324324324;0.6918918918918919
densenet100bc;0.5297297297297298;0.6243243243243243;0.6972972972972973;0.5243243243243243;0.6324324324324324;0.745945945945946
densenet100bc;0.5297297297297298;0.6243243243243243;0.6972972972972973;0.5243243243243243;0.6324324324324324;0.745945945945946
densenet100bc;0.4702702702702703;0.5648648648648649;0.6297297297297297;0.4702702702702703;0.5648648648648649;0.6567567567567567
densenet100bc;0.4702702702702703;0.5945945945945946;0.6621621621621622;0.4702702702702703;0.5945945945945946;0.7054054054054054
densenet100bc;0.4702702702702703;0.5945945945945946;0.6702702702702703;0.4702702702702703;0.6027027027027027;0.6891891891891891
densenet100bc;0.5484764542936288;0.6786703601108033;0.7423822714681441;0.5512465373961218;0.6371191135734072;0.7146814404432132
densenet100bc;0.5401662049861495;0.6731301939058172;0.7368421052631579;0.5401662049861495;0.6814404432132964;0.7479224376731302
densenet100bc;0.5650969529085873;0.6869806094182825;0.7368421052631579;0.5429362880886427;0.6481994459833795;0.6980609418282548
densenet100bc;0.43213296398891965;0.5872576177285319;0.6454293628808865;0.43213296398891965;0.5872576177285319;0.6897506925207756
densenet100bc;0.43213296398891965;0.5872576177285319;0.6454293628808865;0.43213296398891965;0.5872576177285319;0.6897506925207756
densenet100bc;0.43213296398891965;0.5872576177285319;0.6814404432132964;0.43213296398891965;0.6011080332409973;0.7119113573407202
densenet100bc;0.5064935064935064;0.6311688311688312;0.7324675324675325;0.5558441558441558;0.6675324675324675;0.7220779220779221
densenet100bc;0.5168831168831168;0.6441558441558441;0.7402597402597403;0.5584415584415584;0.7012987012987013;0.7558441558441559
densenet100bc;0.5376623376623376;0.6519480519480519;0.7402597402597403;0.5584415584415584;0.6675324675324675;0.7220779220779221
densenet100bc;0.5012987012987012;0.6051948051948052;0.6675324675324675;0.5012987012987012;0.6051948051948052;0.6857142857142857
densenet100bc;0.5012987012987012;0.6051948051948052;0.6675324675324675;0.5012987012987012;0.6051948051948052;0.6987012987012987
densenet100bc;0.5012987012987012;0.6363636363636364;0.6961038961038961;0.5012987012987012;0.6831168831168831;0.7532467532467533
densenet100bc;0.5441988950276243;0.6353591160220995;0.7237569060773481;0.5386740331491713;0.6657458563535912;0.7403314917127072
densenet100bc;0.505524861878453;0.6077348066298343;0.712707182320442;0.5497237569060773;0.6629834254143646;0.7292817679558011
densenet100bc;0.4972375690607735;0.6104972375690608;0.7044198895027625;0.5497237569060773;0.6629834254143646;0.7292817679558011
densenet100bc;0.49171270718232046;0.5966850828729282;0.6795580110497238;0.49171270718232046;0.5966850828729282;0.6685082872928176
densenet100bc;0.49171270718232046;0.5966850828729282;0.6795580110497238;0.49171270718232046;0.5966850828729282;0.6961325966850829
densenet100bc;0.49171270718232046;0.5966850828729282;0.6795580110497238;0.49171270718232046;0.6160220994475138;0.6795580110497238
densenet100bc;0.5;0.6237113402061856;0.7164948453608248;0.5644329896907216;0.6984536082474226;0.7474226804123711
densenet100bc;0.538659793814433;0.6623711340206185;0.7422680412371134;0.5798969072164949;0.6932989690721649;0.7835051546391752
densenet100bc;0.5309278350515464;0.6314432989690721;0.7216494845360825;0.5515463917525774;0.6932989690721649;0.7422680412371134
densenet100bc;0.4536082474226804;0.5850515463917526;0.6649484536082474;0.4536082474226804;0.5850515463917526;0.6649484536082474
densenet100bc;0.4536082474226804;0.595360824742268;0.6572164948453608;0.4536082474226804;0.595360824742268;0.6726804123711341
densenet100bc;0.4536082474226804;0.5850515463917526;0.6649484536082474;0.4536082474226804;0.6237113402061856;0.7242268041237113
densenet100bc;0.5334928229665071;0.6220095693779905;0.69377990430622;0.5382775119617225;0.6626794258373205;0.7488038277511961
densenet100bc;0.5215311004784688;0.6507177033492823;0.7200956937799043;0.5406698564593302;0.65311004784689;0.7392344497607656
densenet100bc;0.5215311004784688;0.6507177033492823;0.7200956937799043;0.5454545454545454;0.65311004784689;0.7248803827751196
densenet100bc;0.5023923444976076;0.6172248803827751;0.69377990430622;0.5023923444976076;0.6172248803827751;0.69377990430622
densenet100bc;0.5023923444976076;0.6172248803827751;0.69377990430622;0.5023923444976076;0.6172248803827751;0.6913875598086124
densenet100bc;0.5023923444976076;0.6172248803827751;0.7033492822966507;0.5023923444976076;0.65311004784689;0.7368421052631579
densenet100bc;0.5404040404040404;0.6313131313131313;0.7070707070707071;0.5050505050505051;0.6111111111111112;0.696969696969697
densenet100bc;0.49747474747474746;0.6035353535353535;0.6944444444444444;0.51010101010101;0.6641414141414141;0.7146464646464646
